periodo,sector_agregado,valor
2020-Total,"Otras actividades de servicios comunitarias, sociales y personales",10953.997909178615
2020-Total,Pesca,2017.2022086645209
2020-Total,Servicios sociales y de salud,21582.072941081045
2020-Total,"Transporte, almacenamiento y comunicaciones",47111.272253258525
2020-Total,Total economía,521692.2455711177
2021-01-01,"Actividades inmobiliarias, empresariales y de alquiler",74152.51653034691
2021-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,31881.291072511656
2021-01-01,"Agricultura, ganadería, caza y silvicultura",39981.08307177501
2021-01-01,"Comercio mayorista, minorista y reparaciones",85310.91864624753
2021-01-01,Construcción,21857.444963444857
2021-01-01,"Electricidad, gas y agua",12312.061471548528
2021-01-01,Enseñanza,26517.669093151428
2021-01-01,Explotación de minas y canteras,19415.730776488672
2021-01-01,Hogares privados con servicio doméstico,3740.624590881474
2021-01-01,Hoteles y restaurantes,7303.542594760619
2021-01-01,Industria manufacturera,103881.92820228124
2021-01-01,Intermediación financiera,25367.862601251647
2021-01-01,"Otras actividades de servicios comunitarias, sociales y personales",15451.535311794658
2021-01-01,Pesca,2038.68986041732
2021-01-01,Servicios sociales y de salud,23493.16863692098
2021-01-01,"Transporte, almacenamiento y comunicaciones",47593.05629831279
2021-01-01,Total economía,540299.1237221352
2021-04-01,"Actividades inmobiliarias, empresariales y de alquiler",76225.90143153908
2021-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,31792.3868786872
2021-04-01,"Agricultura, ganadería, caza y silvicultura",89025.8141715026
2021-04-01,"Comercio mayorista, minorista y reparaciones",91266.58582170896
2021-04-01,Construcción,19795.33928620339
2021-04-01,"Electricidad, gas y agua",12742.41521711448
2021-04-01,Enseñanza,26784.134502778485
2021-04-01,Explotación de minas y canteras,21075.269960416448
2021-04-01,Hogares privados con servicio doméstico,3433.167222602801
2021-04-01,Hoteles y restaurantes,6541.855347445124
2021-04-01,Industria manufacturera,115891.5285986868
2021-04-01,Intermediación financiera,24684.06406426773
2021-04-01,"Otras actividades de servicios comunitarias, sociales y personales",13195.793201141085
2021-04-01,Pesca,2298.3073849281704
2021-04-01,Servicios sociales y de salud,25564.813010154325
2021-04-01,"Transporte, almacenamiento y comunicaciones",51615.62533350263
2021-04-01,Total economía,611933.0014326794
2021-07-01,"Actividades inmobiliarias, empresariales y de alquiler",77020.81654490635
2021-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32688.611304021564
2021-07-01,"Agricultura, ganadería, caza y silvicultura",35008.00016998698
2021-07-01,"Comercio mayorista, minorista y reparaciones",91710.52359890113
2021-07-01,Construcción,21959.16495821516
2021-07-01,"Electricidad, gas y agua",13393.073822001948
2021-07-01,Enseñanza,27512.870828684725
2021-07-01,Explotación de minas y canteras,21834.61754834237
2021-07-01,Hogares privados con servicio doméstico,3845.4938281585096
2021-07-01,Hoteles y restaurantes,7828.737218134673
2021-07-01,Industria manufacturera,120122.34570939986
2021-07-01,Intermediación financiera,24996.477004226592
2021-07-01,"Otras actividades de servicios comunitarias, sociales y personales",14552.743674199184
2021-07-01,Pesca,3747.8039292735193
2021-07-01,Servicios sociales y de salud,23935.279138712205
2021-07-01,"Transporte, almacenamiento y comunicaciones",50624.86698275493
2021-07-01,Total economía,570781.4262599197
2021-10-01,"Actividades inmobiliarias, empresariales y de alquiler",79065.89868536279
2021-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34647.95695336769
2021-10-01,"Agricultura, ganadería, caza y silvicultura",38809.17144543634
2021-10-01,"Comercio mayorista, minorista y reparaciones",93152.97149717012
2021-10-01,Construcción,21229.084430147977
2021-10-01,"Electricidad, gas y agua",12287.147178354362
2021-10-01,Enseñanza,28178.41782892672
2021-10-01,Explotación de minas y canteras,22269.179294473084
2021-10-01,Hogares privados con servicio doméstico,3769.5164993812
2021-10-01,Hoteles y restaurantes,8316.22874930846
2021-10-01,Industria manufacturera,123243.24917545206
2021-10-01,Intermediación financiera,25937.34689904489
2021-10-01,"Otras actividades de servicios comunitarias, sociales y personales",15060.749447349575
2021-10-01,Pesca,1522.2361798838165
2021-10-01,Servicios sociales y de salud,22687.787019608528
2021-10-01,"Transporte, almacenamiento y comunicaciones",51827.349716650504
2021-10-01,Total economía,582004.290999918
2021-Total,"Actividades inmobiliarias, empresariales y de alquiler",76616.28329812897
2021-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32752.56155214702
2021-Total,"Agricultura, ganadería, caza y silvicultura",50706.01721473996
2021-Total,"Comercio mayorista, minorista y reparaciones",90360.24989106668
2021-Total,Construcción,21210.25840957663
2021-Total,"Electricidad, gas y agua",12683.674422179343
2021-Total,Enseñanza,27248.273063392557
2021-Total,Explotación de minas y canteras,21148.69939472726
2021-Total,Hogares privados con servicio doméstico,3697.200535255996
2021-Total,Hoteles y restaurantes,7497.59097735476
2021-Total,Industria manufacturera,115784.76292124434
2021-Total,Intermediación financiera,25246.43764223401
2021-Total,"Otras actividades de servicios comunitarias, sociales y personales",14565.205408737094
2021-Total,Pesca,2401.7593386900776
2021-Total,Servicios sociales y de salud,23920.26195136513
2021-Total,"Transporte, almacenamiento y comunicaciones",50415.22458273175
2021-Total,Total economía,576254.4606035716
2022-01-01,"Actividades inmobiliarias, empresariales y de alquiler",77749.12992289547
2022-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34857.81222750027
2022-01-01,"Agricultura, ganadería, caza y silvicultura",43315.648285884134
2022-01-01,"Comercio mayorista, minorista y reparaciones",89364.82609719753
2022-01-01,Construcción,22529.48493819818
2022-01-01,"Electricidad, gas y agua",12952.18786058769
2022-01-01,Enseñanza,27684.81564277236
2022-01-01,Explotación de minas y canteras,22161.197366412445
2022-01-01,Hogares privados con servicio doméstico,4164.38333774861
2022-01-01,Hoteles y restaurantes,10697.932673342617
2022-01-01,Industria manufacturera,108521.20482350282
2022-01-01,Intermediación financiera,25768.00562870883
2022-01-01,"Otras actividades de servicios comunitarias, sociales y personales",16868.887237196905
2022-01-01,Pesca,1928.4499651413696
2022-01-01,Servicios sociales y de salud,24038.270453150355
2022-01-01,"Transporte, almacenamiento y comunicaciones",52451.29587388125
2022-01-01,Total economía,575053.5323341208
2022-04-01,"Actividades inmobiliarias, empresariales y de alquiler",81025.4636946002
2022-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34835.43411715864
2022-04-01,"Agricultura, ganadería, caza y silvicultura",86796.89531687142
2022-04-01,"Comercio mayorista, minorista y reparaciones",99903.45143497984
2022-04-01,Construcción,22196.480378735563
2022-04-01,"Electricidad, gas y agua",13379.947418914144
2022-04-01,Enseñanza,28317.93194638107
2022-04-01,Explotación de minas y canteras,24015.478362224916
2022-04-01,Hogares privados con servicio doméstico,3792.166514502838
2022-04-01,Hoteles y restaurantes,9534.345690257647
2022-04-01,Industria manufacturera,124292.30950808551
2022-04-01,Intermediación financiera,25261.986988646353
2022-04-01,"Otras actividades de servicios comunitarias, sociales y personales",14812.99659776676
2022-04-01,Pesca,2799.071128301664
2022-04-01,Servicios sociales y de salud,25822.82722324581
2022-04-01,"Transporte, almacenamiento y comunicaciones",57198.92155015872
2022-04-01,Total economía,653985.7078708311
2022-07-01,"Actividades inmobiliarias, empresariales y de alquiler",81347.13997238356
2022-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34962.249824859035
2022-07-01,"Agricultura, ganadería, caza y silvicultura",33572.2179546592
2022-07-01,"Comercio mayorista, minorista y reparaciones",98829.0940112216
2022-07-01,Construcción,23500.589611777166
2022-07-01,"Electricidad, gas y agua",12882.041651532363
2022-07-01,Enseñanza,28758.417096202866
2022-07-01,Explotación de minas y canteras,24333.139776539698
2022-07-01,Hogares privados con servicio doméstico,4114.15213880798
2022-07-01,Hoteles y restaurantes,9465.1595983296
2022-07-01,Industria manufacturera,127476.03677924314
2022-07-01,Intermediación financiera,25045.461390503177
2022-07-01,"Otras actividades de servicios comunitarias, sociales y personales",15871.604456083256
2022-07-01,Pesca,3753.2162356093854
2022-07-01,Servicios sociales y de salud,24141.536631951756
2022-07-01,"Transporte, almacenamiento y comunicaciones",54465.91961187771
2022-07-01,Total economía,602517.9767415815
2022-10-01,"Actividades inmobiliarias, empresariales y de alquiler",81511.5263320232
2022-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35088.04911743603
2022-10-01,"Agricultura, ganadería, caza y silvicultura",30236.881961285
2022-10-01,"Comercio mayorista, minorista y reparaciones",95030.1634836536
2022-10-01,Construcción,21647.996229521217
2022-10-01,"Electricidad, gas y agua",12880.231387892596
2022-10-01,Enseñanza,28906.06500435697
2022-10-01,Explotación de minas y canteras,24496.730930371377
2022-10-01,Hogares privados con servicio doméstico,4082.425939210632
2022-10-01,Hoteles y restaurantes,10477.395711056051
2022-10-01,Industria manufacturera,124744.74763699302
2022-10-01,Intermediación financiera,25002.772708401124
2022-10-01,"Otras actividades de servicios comunitarias, sociales y personales",15835.19833810369
2022-10-01,Pesca,1354.3854779418104
2022-10-01,Servicios sociales y de salud,22890.449906332833
2022-10-01,"Transporte, almacenamiento y comunicaciones",53522.09151670704
2022-10-01,Total economía,587707.1116812862
2022-Total,"Actividades inmobiliarias, empresariales y de alquiler",80408.3149805874
2022-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34935.886321738486
2022-Total,"Agricultura, ganadería, caza y silvicultura",48480.41088046477
2022-Total,"Comercio mayorista, minorista y reparaciones",95781.8837567679
2022-Total,Construcción,22468.63778959182
2022-Total,"Electricidad, gas y agua",13023.60207971938
2022-Total,Enseñanza,28416.807422440004
2022-Total,Explotación de minas y canteras,23751.63660872116
2022-Total,Hogares privados con servicio doméstico,4038.281982567514
2022-Total,Hoteles y restaurantes,10043.708418333184
2022-Total,Industria manufacturera,121258.57468677255
2022-Total,Intermediación financiera,25269.55667912324
2022-Total,"Otras actividades de servicios comunitarias, sociales y personales",15847.171657436396
2022-Total,Pesca,2458.780701810137
2022-Total,Servicios sociales y de salud,24223.27105370867
2022-Total,"Transporte, almacenamiento y comunicaciones",54409.55713827441
2022-Total,Total economía,604816.0821580571
2023-01-01,"Actividades inmobiliarias, empresariales y de alquiler",79694.11894819271
2023-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35480.577420018446
2023-01-01,"Agricultura, ganadería, caza y silvicultura",35784.12421578604
2023-01-01,"Comercio mayorista, minorista y reparaciones",92630.49353496892
2023-01-01,Construcción,23300.259473940863
2023-01-01,"Electricidad, gas y agua",13793.061398119367
2023-01-01,Enseñanza,28410.95794618919
2023-01-01,Explotación de minas y canteras,24572.59106025111
2023-01-01,Hogares privados con servicio doméstico,4465.562328358984
2023-01-01,Hoteles y restaurantes,11405.283558693138
2023-01-01,Industria manufacturera,111764.1673341061
2023-01-01,Intermediación financiera,25068.706660141062
2023-01-01,"Otras actividades de servicios comunitarias, sociales y personales",17572.45227187772
2023-01-01,Pesca,2013.0620111654343
2023-01-01,Servicios sociales y de salud,24239.356894073862
2023-01-01,"Transporte, almacenamiento y comunicaciones",52907.105942068854
2023-01-01,Total economía,583101.8809979517
2023-04-01,"Actividades inmobiliarias, empresariales y de alquiler",82295.9427945723
2023-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35549.18825123835
2023-04-01,"Agricultura, ganadería, caza y silvicultura",47909.07041511934
2023-04-01,"Comercio mayorista, minorista y reparaciones",101424.40688118411
2023-04-01,Construcción,22340.975417547474
2023-04-01,"Electricidad, gas y agua",12510.649645184334
2023-04-01,Enseñanza,29076.477227851166
2023-04-01,Explotación de minas y canteras,25822.36989849445
2023-04-01,Hogares privados con servicio doméstico,3740.7156536074617
2023-04-01,Hoteles y restaurantes,9627.92813467494
2023-04-01,Industria manufacturera,122336.7428134845
2023-04-01,Intermediación financiera,24207.716462812015
2023-04-01,"Otras actividades de servicios comunitarias, sociales y personales",15102.790289571358
2023-04-01,Pesca,2000.1792158015228
2023-04-01,Servicios sociales y de salud,26208.74568807117
2023-04-01,"Transporte, almacenamiento y comunicaciones",55276.93994335441
2023-04-01,Total economía,615430.838732569
2023-07-01,"Actividades inmobiliarias, empresariales y de alquiler",82065.97738205126
2023-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35803.21692622535
2023-07-01,"Agricultura, ganadería, caza y silvicultura",31333.927874091136
2023-07-01,"Comercio mayorista, minorista y reparaciones",98415.97424571124
2023-07-01,Construcción,23621.43821874008
2023-07-01,"Electricidad, gas y agua",13203.36127614556
2023-07-01,Enseñanza,29397.66442320537
2023-07-01,Explotación de minas y canteras,26190.891422528828
2023-07-01,Hogares privados con servicio doméstico,4015.903969374876
2023-07-01,Hoteles y restaurantes,10247.960814704713
2023-07-01,Industria manufacturera,123800.65598382092
2023-07-01,Intermediación financiera,24786.09856466375
2023-07-01,"Otras actividades de servicios comunitarias, sociales y personales",16136.638479772208
2023-07-01,Pesca,3829.4896008673086
2023-07-01,Servicios sociales y de salud,24537.643650545357
2023-07-01,"Transporte, almacenamiento y comunicaciones",54518.57540046185
2023-07-01,Total economía,601905.4182329099
2023-10-01,"Actividades inmobiliarias, empresariales y de alquiler",82593.71627025356
2023-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,36018.46917575544
2023-10-01,"Agricultura, ganadería, caza y silvicultura",31923.225727449175
2023-10-01,"Comercio mayorista, minorista y reparaciones",91378.33415328473
2023-10-01,Construcción,21428.673736164154
2023-10-01,"Electricidad, gas y agua",12226.335988177514
2023-10-01,Enseñanza,29511.3986269458
2023-10-01,Explotación de minas y canteras,26352.351350137196
2023-10-01,Hogares privados con servicio doméstico,4122.275844469272
2023-10-01,Hoteles y restaurantes,11241.504909411497
2023-10-01,Industria manufacturera,117255.8416177302
2023-10-01,Intermediación financiera,24106.2726238976
2023-10-01,"Otras actividades de servicios comunitarias, sociales y personales",15931.167256518547
2023-10-01,Pesca,1372.7465344180907
2023-10-01,Servicios sociales y de salud,23344.70403080866
2023-10-01,"Transporte, almacenamiento y comunicaciones",53279.146242095754
2023-10-01,Total economía,582086.1640875172
2023-Total,"Actividades inmobiliarias, empresariales y de alquiler",81662.43884898684
2023-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35712.86294330938
2023-Total,"Agricultura, ganadería, caza y silvicultura",36737.58705839377
2023-Total,"Comercio mayorista, minorista y reparaciones",95962.3022042564
2023-Total,Construcción,22672.83671170653
2023-Total,"Electricidad, gas y agua",12933.35207698412
2023-Total,Enseñanza,29099.124556062743
2023-Total,Explotación de minas y canteras,25734.55093274325
2023-Total,Hogares privados con servicio doméstico,4086.1144489526473
2023-Total,Hoteles y restaurantes,10630.6693544541
2023-Total,Industria manufacturera,118789.35193786288
2023-Total,Intermediación financiera,24542.198577931096
2023-Total,"Otras actividades de servicios comunitarias, sociales y personales",16185.76207463248
2023-Total,Pesca,2303.869340621626
2023-Total,Servicios sociales y de salud,24582.612565899108
2023-Total,"Transporte, almacenamiento y comunicaciones",53995.441882167
2023-Total,Total economía,595631.075514964
2024-01-01,"Actividades inmobiliarias, empresariales y de alquiler",78464.81050524587
2024-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35693.59585648433
2024-01-01,"Agricultura, ganadería, caza y silvicultura",39289.75856599475
2024-01-01,"Comercio mayorista, minorista y reparaciones",83959.42416520703
2024-01-01,Construcción,18678.83715796758
2024-01-01,"Electricidad, gas y agua",13482.785902936675
2024-01-01,Enseñanza,28916.77437510577
2024-01-01,Explotación de minas y canteras,26603.69981951342
2024-01-01,Hogares privados con servicio doméstico,4330.773189863031
2024-01-01,Hoteles y restaurantes,11228.589225709657
2024-01-01,Industria manufacturera,96315.48014249536
2024-01-01,Intermediación financiera,21777.015363771105
2024-01-01,"Otras actividades de servicios comunitarias, sociales y personales",17284.236998162243
2024-01-01,Pesca,2112.735272614656
2024-01-01,Servicios sociales y de salud,24559.031803127127
2024-01-01,"Transporte, almacenamiento y comunicaciones",52717.44292794988
2024-01-01,Total economía,555414.9912721486
2024-04-01,"Actividades inmobiliarias, empresariales y de alquiler",81259.14344454346
2024-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35282.104581967535
2024-04-01,"Agricultura, ganadería, caza y silvicultura",86135.8611410387
2024-04-01,"Comercio mayorista, minorista y reparaciones",85676.9854285888
2024-04-01,Construcción,17183.916294549894
2024-04-01,"Electricidad, gas y agua",12883.84767878416
2024-04-01,Enseñanza,29294.764616811863
2024-04-01,Explotación de minas y canteras,27537.461382193414
2024-04-01,Hogares privados con servicio doméstico,3868.913599768876
2024-04-01,Hoteles y restaurantes,9361.066081784878
2024-04-01,Industria manufacturera,101839.70608273504
2024-04-01,Intermediación financiera,21733.176003235756
2024-04-01,"Otras actividades de servicios comunitarias, sociales y personales",14517.989408299078
2024-04-01,Pesca,2781.3026993064077
2024-04-01,Servicios sociales y de salud,26224.919041645408
2024-04-01,"Transporte, almacenamiento y comunicaciones",56138.69591342359
2024-04-01,Total economía,611719.853398677
2024-07-01,"Actividades inmobiliarias, empresariales y de alquiler",81696.38614501305
2024-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35309.235312143406
2024-07-01,"Agricultura, ganadería, caza y silvicultura",35477.61669326011
2024-07-01,"Comercio mayorista, minorista y reparaciones",92769.28573589826
2024-07-01,Construcción,20091.14832439556
2024-07-01,"Electricidad, gas y agua",13273.62175746586
2024-07-01,Enseñanza,29549.605418561052
2024-07-01,Explotación de minas y canteras,28005.099029625624
2024-07-01,Hogares privados con servicio doméstico,4002.6534409564815
2024-07-01,Hoteles y restaurantes,11063.296193311911
2024-07-01,Industria manufacturera,116377.42307646916
2024-07-01,Intermediación financiera,24171.564941731907
2024-07-01,"Otras actividades de servicios comunitarias, sociales y personales",15479.148655877949
2024-07-01,Pesca,3615.729165343977
2024-07-01,Servicios sociales y de salud,24331.80192540871
2024-07-01,"Transporte, almacenamiento y comunicaciones",54368.29235921767
2024-07-01,Total economía,589581.9081746805
2024-10-01,"Actividades inmobiliarias, empresariales y de alquiler",84251.10318948359
2024-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35272.64120117525
2024-10-01,"Agricultura, ganadería, caza y silvicultura",33459.54519820512
2024-10-01,"Comercio mayorista, minorista y reparaciones",93945.53233015872
2024-10-01,Construcción,18844.201038713363
2024-10-01,"Electricidad, gas y agua",12106.285819229826
2024-10-01,Enseñanza,29722.23158345945
2024-10-01,Explotación de minas y canteras,28451.005450024462
2024-10-01,Hogares privados con servicio doméstico,4159.929102453153
2024-10-01,Hoteles y restaurantes,13110.183952227992
2024-10-01,Industria manufacturera,118743.69494984468
2024-10-01,Intermediación financiera,25912.318889265043
2024-10-01,"Otras actividades de servicios comunitarias, sociales y personales",15309.901093060706
2024-10-01,Pesca,1397.8994269475756
2024-10-01,Servicios sociales y de salud,23019.491051438545
2024-10-01,"Transporte, almacenamiento y comunicaciones",54437.496473864136
2024-10-01,Total economía,592143.4607495515
2024-Total,"Actividades inmobiliarias, empresariales y de alquiler",81417.86082113435
2024-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35389.39423794262
2024-Total,"Agricultura, ganadería, caza y silvicultura",48590.695399812605
2024-Total,"Comercio mayorista, minorista y reparaciones",89087.80691481681
2024-Total,Construcción,18699.525703872532
2024-Total,"Electricidad, gas y agua",12936.635289651724
2024-Total,Enseñanza,29370.84399850733
2024-Total,Explotación de minas y canteras,27649.316420243325
2024-Total,Hogares privados con servicio doméstico,4090.5673332603847
2024-Total,Hoteles y restaurantes,11190.783863212357
2024-Total,Industria manufacturera,108319.07606228426
2024-Total,Intermediación financiera,23398.51879944218
2024-Total,"Otras actividades de servicios comunitarias, sociales y personales",15647.81903907914
2024-Total,Pesca,2476.9166411390065
2024-Total,Servicios sociales y de salud,24533.81095546672
2024-Total,"Transporte, almacenamiento y comunicaciones",54415.48191873163
2024-Total,Total economía,587215.0533985969
2025-01-01,"Actividades inmobiliarias, empresariales y de alquiler",81796.88461635704
2025-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,35274.81045376303
2025-01-01,"Agricultura, ganadería, caza y silvicultura",41032.59082483007
2025-01-01,"Comercio mayorista, minorista y reparaciones",89952.4607147369
2025-01-01,Construcción,19765.44913221832
2025-01-01,"Electricidad, gas y agua",13634.080440235844
2025-01-01,Enseñanza,29015.02177281955
2025-01-01,Explotación de minas y canteras,28357.17085089205
2025-01-01,Hogares privados con servicio doméstico,4221.8040054597695
2025-01-01,Hoteles y restaurantes,12232.204314289556
2025-01-01,Industria manufacturera,101295.1112412538
2025-01-01,Intermediación financiera,27571.747517229294
2025-01-01,"Otras actividades de servicios comunitarias, sociales y personales",17004.47323861924
2025-01-01,Pesca,2357.8411578259606
2025-01-01,Servicios sociales y de salud,24372.81876754203
2025-01-01,"Transporte, almacenamiento y comunicaciones",54070.776801042586
2025-01-01,Total economía,581955.2458491151
2025-04-01,"Actividades inmobiliarias, empresariales y de alquiler",85323.2143052664
2025-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,34997.88163617591
2025-04-01,"Agricultura, ganadería, caza y silvicultura",90242.20707122916
2025-04-01,"Comercio mayorista, minorista y reparaciones",94532.80935881753
2025-04-01,Construcción,19004.51604589363
2025-04-01,"Electricidad, gas y agua",12739.75339628627
2025-04-01,Enseñanza,29666.576537642664
2025-04-01,Explotación de minas y canteras,29384.45714387421
2025-04-01,Hogares privados con servicio doméstico,3820.218905049431
2025-04-01,Hoteles y restaurantes,10947.98190509881
2025-04-01,Industria manufacturera,108818.66601449923
2025-04-01,Intermediación financiera,27541.20532725868
2025-04-01,"Otras actividades de servicios comunitarias, sociales y personales",14718.56504644587
2025-04-01,Pesca,1608.7465302820935
2025-04-01,Servicios sociales y de salud,26465.59029613229
2025-04-01,"Transporte, almacenamiento y comunicaciones",56914.90888942921
2025-04-01,Total economía,646727.2984093813
